"Fin Pos","Car ID","Car","Car Class ID","Car Class","Team ID","Cust ID","Name","Start Pos","Car #","Out ID","Out","Interval","Laps Led","Qualify Time","Average Lap Time","Fastest Lap Time","Fast Lap#","Laps Comp","Inc","League Points","Max Fuel Fill%","Weight Penalty (KG)"
"1","88","Porsche 911 GT3 Cup (991)","0","Hosted All Cars Class","255919","255919","Alexander Thiebe","0","54","0","Running","-00.000","0","2:08.297","2:08.610","2:08.297","2","3","1","","100","0"
"2","88","Porsche 911 GT3 Cup (991)","0","Hosted All Cars Class","97564","97564","Maxim Ramsteijn","0","729","0","Running","-00.243","0","2:08.541","2:08.687","2:08.541","2","3","1","","100","0"
"3","88","Porsche 911 GT3 Cup (991)","0","Hosted All Cars Class","367245","367245","Dylan Birse","0","68","0","Running","-00.413","0","2:08.711","2:09.116","2:08.711","2","3","1","","100","0"
"4","88","Porsche 911 GT3 Cup (991)","0","Hosted All Cars Class","291217","291217","Kieran Harrison","0","9","0","Running","-00.415","0","2:08.712","2:09.007","2:08.712","2","2","0","","100","0"
"5","88","Porsche 911 GT3 Cup (991)","0","Hosted All Cars Class","220235","220235","Justin Tipton","0","2","0","Running","-00.534","0","2:08.832","2:08.931","2:08.832","2","3","0","","100","0"
"6","88","Porsche 911 GT3 Cup (991)","0","Hosted All Cars Class","255667","255667","Diogo Francisco","0","48","0","Running","-00.650","0","2:08.948","2:09.325","2:08.948","2","3","0","","100","0"
"7","88","Porsche 911 GT3 Cup (991)","0","Hosted All Cars Class","349143","349143","Sam Kuitert","0","28","0","Running","-00.680","0","2:08.977","2:09.096","2:08.977","2","2","0","","100","0"
"8","88","Porsche 911 GT3 Cup (991)","0","Hosted All Cars Class","232715","232715","Anders Myhre","0","20","0","Running","-00.711","0","2:09.009","2:09.296","2:09.009","2","3","0","","100","0"
"9","88","Porsche 911 GT3 Cup (991)","0","Hosted All Cars Class","302270","302270","Tim Matzke","0","8","0","Running","-00.718","0","2:09.016","2:09.450","2:09.016","2","3","1","","100","0"
"10","88","Porsche 911 GT3 Cup (991)","0","Hosted All Cars Class","42739","42739","Robin �stlund","0","44","0","Running","-00.722","0","2:09.019","2:09.242","2:09.019","2","3","0","","100","0"
"11","88","Porsche 911 GT3 Cup (991)","0","Hosted All Cars Class","421524","421524","Quentiin Vialatte","0","991","0","Running","-00.906","0","2:09.204","2:09.347","2:09.204","2","2","0","","100","0"
"12","88","Porsche 911 GT3 Cup (991)","0","Hosted All Cars Class","107624","107624","Yoep de Ligt","0","19","0","Running","-01.102","0","2:09.400","2:10.085","2:09.400","2","2","0","","100","0"
"13","88","Porsche 911 GT3 Cup (991)","0","Hosted All Cars Class","174512","174512","Ryan Parkins","0","225","0","Running","-01.167","0","2:09.464","2:09.762","2:09.464","3","3","0","","100","0"
"14","88","Porsche 911 GT3 Cup (991)","0","Hosted All Cars Class","365706","365706","Michael Pedersen3","0","199","0","Running","-01.175","0","2:09.473","2:09.593","2:09.473","3","3","2","","100","0"
"15","88","Porsche 911 GT3 Cup (991)","0","Hosted All Cars Class","322065","322065","Jose Manuel Padin","0","119","0","Running","-01.227","0","2:09.525","2:10.014","2:09.525","2","3","0","","100","0"
"16","88","Porsche 911 GT3 Cup (991)","0","Hosted All Cars Class","310532","310532","Lewis Ward","0","97","0","Running","-01.243","0","2:09.540","2:10.043","2:09.540","2","2","3","","100","0"
"17","88","Porsche 911 GT3 Cup (991)","0","Hosted All Cars Class","341052","341052","Justin Rehm","0","912","0","Running","-01.276","0","2:09.573","2:09.741","2:09.573","2","3","0","","100","0"
"18","88","Porsche 911 GT3 Cup (991)","0","Hosted All Cars Class","138514","138514","Artem Grabow","0","43","0","Running","-01.405","0","2:09.702","2:09.986","2:09.702","3","3","0","","100","0"
"19","88","Porsche 911 GT3 Cup (991)","0","Hosted All Cars Class","466380","466380","Gavin Halls","0","38","0","Running","-01.575","0","2:09.873","2:09.947","2:09.873","3","3","0","","100","0"
"20","88","Porsche 911 GT3 Cup (991)","0","Hosted All Cars Class","329240","329240","Kirill Kolobuxov","0","555","0","Running","-01.609","0","2:09.907","2:10.631","2:09.907","3","3","0","","100","0"
"21","88","Porsche 911 GT3 Cup (991)","0","Hosted All Cars Class","331615","331615","Hugo Gallo","0","23","0","Running","-01.626","0","2:09.924","2:10.902","2:09.924","2","3","1","","100","0"
"22","88","Porsche 911 GT3 Cup (991)","0","Hosted All Cars Class","260613","260613","Alan Powell","0","26","0","Running","-01.637","0","2:09.934","2:09.968","2:09.934","2","2","0","","100","0"
