"Fin Pos","Car ID","Car","Car Class ID","Car Class","Team ID","Cust ID","Name","Start Pos","Car #","Out ID","Out","Interval","Laps Led","Qualify Time","Average Lap Time","Fastest Lap Time","Fast Lap#","Laps Comp","Inc","League Points","Max Fuel Fill%","Weight Penalty (KG)"
"1","88","Porsche 911 GT3 Cup (991)","0","Hosted All Cars Class","220235","220235","Justin Tipton","0","2","0","Running","-00.000","0","","1:50.087","1:43.650","20","37","25","","100","0"
"2","88","Porsche 911 GT3 Cup (991)","0","Hosted All Cars Class","421524","421524","Quentiin Vialatte","0","991","0","Running","-11 L","0","","1:51.250","1:43.697","22","26","26","","100","0"
"3","88","Porsche 911 GT3 Cup (991)","0","Hosted All Cars Class","97564","97564","Maxim Ramsteijn","0","729","0","Running","1 L","0","","2:18.861","1:43.717","34","38","21","","100","0"
"4","88","Porsche 911 GT3 Cup (991)","0","Hosted All Cars Class","232715","232715","Anders Myhre","0","20","0","Running","8 L","0","","1:45.191","1:43.815","41","45","24","","100","0"
"5","88","Porsche 911 GT3 Cup (991)","0","Hosted All Cars Class","342918","342918","Espen Erlandsen","0","14","0","Running","-5 L","0","","1:50.972","1:43.948","31","32","24","","100","0"
"6","88","Porsche 911 GT3 Cup (991)","0","Hosted All Cars Class","322065","322065","Jose Manuel Padin","0","119","0","Running","-17 L","0","","1:45.979","1:44.268","14","20","26","","100","0"
"7","88","Porsche 911 GT3 Cup (991)","0","Hosted All Cars Class","260613","260613","Alan Powell","0","26","0","Running","-25 L","0","","1:48.406","1:44.460","10","12","7","","100","0"
"8","88","Porsche 911 GT3 Cup (991)","0","Hosted All Cars Class","342188","342188","Tobias Maisel","0","15","0","Running","-19 L","0","","1:45.711","1:44.733","17","18","14","","100","0"
"9","88","Porsche 911 GT3 Cup (991)","0","Hosted All Cars Class","404419","404419","Thomas Guldalian","0","3","0","Running","-01.445","0","","1:49.832","1:45.095","20","37","87","","100","0"
"10","88","Porsche 911 GT3 Cup (991)","0","Hosted All Cars Class","389360","389360","Josh Clogg","0","13","0","Running","-19 L","0","","1:49.165","1:45.845","14","18","6","","100","0"
"11","88","Porsche 911 GT3 Cup (991)","0","Hosted All Cars Class","289099","289099","Carl Wahlqvist","0","24","0","Running","-30 L","0","","1:47.256","1:46.073","6","7","8","","100","0"
"12","88","Porsche 911 GT3 Cup (991)","0","Hosted All Cars Class","424647","424647","Martin Spalek","0","906","0","Running","6 L","0","","1:49.640","1:46.623","17","43","42","","100","0"
"13","88","Porsche 911 GT3 Cup (991)","0","Hosted All Cars Class","416184","416184","Jacob Robotham","0","7","0","Running","-10 L","0","","1:49.580","1:47.387","11","27","32","","100","0"
