Fin Pos,Car ID,Car,Car Class ID,Car Class,Team ID,Cust ID,Name,Start Pos,Car #,Out ID,Out,Interval,Laps Led,Qualify Time,Average Lap Time,Fastest Lap Time,Fast Lap#,Laps Comp,Inc,League Points,Max Fuel Fill%,Weight Penalty (KG)
1,88,Porsche 911 GT3 Cup (991),0,Hosted All Cars Class,255919,255919,Alexander Thiebe,1,54,0,Running,0,19,,1:38.920,1:38.142,3,19,2,150,100,0
2,88,Porsche 911 GT3 Cup (991),0,Hosted All Cars Class,97564,97564,Maxim Ramsteijn,3,729,0,Running,-4.16,0,,1:39.139,1:38.379,3,19,2,120,100,0
3,88,Porsche 911 GT3 Cup (991),0,Hosted All Cars Class,75474,75474,Brian Lockwood,7,143,0,Running,-5.02,0,,1:39.184,1:38.237,4,19,13,100,100,0
4,88,Porsche 911 GT3 Cup (991),0,Hosted All Cars Class,421524,421524,Quentiin Vialatte,6,991,0,Running,-12.76,0,,1:39.591,1:38.535,5,19,10,80,100,0
5,88,Porsche 911 GT3 Cup (991),0,Hosted All Cars Class,349143,349143,Sam Kuitert,2,28,0,Running,-14.859,0,,1:39.702,1:38.243,5,19,6,60,100,0
6,88,Porsche 911 GT3 Cup (991),0,Hosted All Cars Class,220235,220235,Justin Tipton,5,2,0,Running,-18.584,0,,1:39.898,1:38.479,4,19,8,55,100,0
7,88,Porsche 911 GT3 Cup (991),0,Hosted All Cars Class,42739,42739,Robin �stlund,9,44,0,Running,-25.633,0,,1:40.268,1:38.629,4,19,2,50,100,0
8,88,Porsche 911 GT3 Cup (991),0,Hosted All Cars Class,367245,367245,Dylan Birse,8,68,0,Running,-25.752,0,,1:40.275,1:38.468,4,19,5,45,100,0
9,88,Porsche 911 GT3 Cup (991),0,Hosted All Cars Class,84986,84986,Oscar Wilkens,12,33,0,Running,-29.404,0,,1:40.467,1:39.309,4,19,6,35,100,0
10,88,Porsche 911 GT3 Cup (991),0,Hosted All Cars Class,323777,323777,Rasmus Busk,28,222,0,Running,-31.692,0,,1:40.586,1:39.138,5,19,4,34,100,0
11,88,Porsche 911 GT3 Cup (991),0,Hosted All Cars Class,260613,260613,Alan Powell,13,26,0,Running,-38.862,0,,1:40.964,1:39.605,6,19,7,33,100,0
12,88,Porsche 911 GT3 Cup (991),0,Hosted All Cars Class,322065,322065,Jose Manuel Padin,14,119,0,Running,-39.139,0,,1:40.979,1:39.508,13,19,2,32,100,0
13,88,Porsche 911 GT3 Cup (991),0,Hosted All Cars Class,174512,174512,Ryan Parkins,16,225,0,Running,-45.06,0,,1:41.291,1:39.118,4,19,4,31,100,0
14,88,Porsche 911 GT3 Cup (991),0,Hosted All Cars Class,229161,229161,Martin Donati,23,17,0,Running,-48.095,0,,1:41.450,1:40.153,9,19,4,30,100,0
15,88,Porsche 911 GT3 Cup (991),0,Hosted All Cars Class,66921,66921,Jordan Weekes,10,959,0,Running,-53.373,0,,1:41.170,1:38.971,7,19,4,29,100,0
16,88,Porsche 911 GT3 Cup (991),0,Hosted All Cars Class,341052,341052,Justin Rehm,11,912,0,Running,-1:00.042,0,,1:42.079,1:39.962,3,19,16,28,100,0
17,88,Porsche 911 GT3 Cup (991),0,Hosted All Cars Class,318258,318258,Cl�ment Andrieu,30,37,0,Running,-1:05.599,0,,1:42.371,1:40.931,8,19,2,27,100,0
18,88,Porsche 911 GT3 Cup (991),0,Hosted All Cars Class,138514,138514,Artem Grabow,22,43,0,Running,-1:06.146,0,,1:42.193,1:39.813,7,19,7,26,100,0
19,88,Porsche 911 GT3 Cup (991),0,Hosted All Cars Class,331632,331632,Pascal Costa,15,801,0,Running,-1:10.433,0,,1:42.626,1:39.433,5,19,13,25,100,0
20,88,Porsche 911 GT3 Cup (991),0,Hosted All Cars Class,276814,276814,Karsten van Eijck,25,911,0,Running,-1:17.057,0,,1:42.974,1:40.178,5,19,5,24,100,0
21,88,Porsche 911 GT3 Cup (991),0,Hosted All Cars Class,354110,354110,Hendryk Lichtenhagen,19,55,0,Running,-1:37.889,0,,1:43.664,1:40.154,10,19,21,23,100,0
22,88,Porsche 911 GT3 Cup (991),0,Hosted All Cars Class,416184,416184,Jacob Robotham,29,7,0,Running,-1 L,0,,1:45.608,1:41.831,7,18,8,22,100,0
23,88,Porsche 911 GT3 Cup (991),0,Hosted All Cars Class,424647,424647,Martin Spalek,24,906,0,Running,-8 L,0,,1:45.655,1:41.366,3,11,8,21,100,0
24,88,Porsche 911 GT3 Cup (991),0,Hosted All Cars Class,334613,334613,Dane Baird,26,36,32,Disconnected,-10 L,0,,1:46.543,,,9,20,20,100,0
25,88,Porsche 911 GT3 Cup (991),0,Hosted All Cars Class,342188,342188,Tobias Maisel,17,15,32,Disconnected,-14 L,0,,1:40.999,1:40.478,3,5,2,19,100,0
26,88,Porsche 911 GT3 Cup (991),0,Hosted All Cars Class,291217,291217,Kieran Harrison,4,9,0,Running,-14 L,0,,1:44.324,1:38.936,4,5,4,18,100,0
27,88,Porsche 911 GT3 Cup (991),0,Hosted All Cars Class,329240,329240,Kirill Kolobuxov,20,555,32,Disconnected,-17 L,0,,2:00.334,,,2,8,17,100,0
