"Fin Pos","Car ID","Car","Car Class ID","Car Class","Team ID","Cust ID","Name","Start Pos","Car #","Out ID","Out","Interval","Laps Led","Qualify Time","Average Lap Time","Fastest Lap Time","Fast Lap#","Laps Comp","Inc","League Points","Max Fuel Fill%","Weight Penalty (KG)"
"1","88","Porsche 911 GT3 Cup (991)","0","Hosted All Cars Class","255919","255919","Alexander Thiebe","1","54","0","Running","-00.000","11","","2:09.735","2:08.714","2","14","4","150","100","0"
"2","88","Porsche 911 GT3 Cup (991)","0","Hosted All Cars Class","97564","97564","Maxim Ramsteijn","2","729","0","Running","-00.293","3","","2:09.756","2:08.541","3","14","4","120","100","0"
"3","88","Porsche 911 GT3 Cup (991)","0","Hosted All Cars Class","232715","232715","Anders Myhre","4","20","0","Running","-07.104","0","","2:10.242","2:09.133","3","14","6","100","100","0"
"4","88","Porsche 911 GT3 Cup (991)","0","Hosted All Cars Class","367245","367245","Dylan Birse","3","68","0","Running","-07.512","0","","2:10.271","2:08.893","3","14","7","80","100","0"
"5","88","Porsche 911 GT3 Cup (991)","0","Hosted All Cars Class","349143","349143","Sam Kuitert","7","28","0","Running","-07.798","0","","2:10.292","2:09.083","3","14","9","60","100","0"
"6","88","Porsche 911 GT3 Cup (991)","0","Hosted All Cars Class","421524","421524","Quentiin Vialatte","9","991","0","Running","-08.729","0","","2:10.358","2:09.326","3","14","10","55","100","0"
"7","88","Porsche 911 GT3 Cup (991)","0","Hosted All Cars Class","42739","42739","Robin �stlund","6","44","0","Running","-10.140","0","","2:10.459","2:09.392","3","14","6","50","100","0"
"8","88","Porsche 911 GT3 Cup (991)","0","Hosted All Cars Class","255667","255667","Diogo Francisco","8","48","0","Running","-11.336","0","","2:10.544","2:09.038","3","14","3","45","100","0"
"9","88","Porsche 911 GT3 Cup (991)","0","Hosted All Cars Class","302270","302270","Tim Matzke","19","8","0","Running","-15.641","0","","2:10.851","2:09.583","8","14","9","35","100","0"
"10","88","Porsche 911 GT3 Cup (991)","0","Hosted All Cars Class","174512","174512","Ryan Parkins","11","225","0","Running","-19.474","0","","2:11.125","2:09.932","8","14","1","34","100","0"
"11","88","Porsche 911 GT3 Cup (991)","0","Hosted All Cars Class","342918","342918","Espen Erlandsen","15","14","0","Running","-19.887","0","","2:11.154","2:10.079","11","14","6","33","100","0"
"12","88","Porsche 911 GT3 Cup (991)","0","Hosted All Cars Class","322065","322065","Jose Manuel Padin","22","119","0","Running","-22.723","0","","2:11.357","2:09.910","7","14","0","32","100","0"
"13","88","Porsche 911 GT3 Cup (991)","0","Hosted All Cars Class","107624","107624","Yoep de Ligt","10","19","0","Running","-29.462","0","","2:11.839","2:09.619","2","14","7","31","100","0"
"14","88","Porsche 911 GT3 Cup (991)","0","Hosted All Cars Class","331615","331615","Hugo Gallo","13","23","0","Running","-30.485","0","","2:11.912","2:10.073","10","14","10","30","100","0"
"15","88","Porsche 911 GT3 Cup (991)","0","Hosted All Cars Class","329240","329240","Kirill Kolobuxov","16","555","0","Running","-31.157","0","","2:11.959","2:10.212","10","14","9","29","100","0"
"16","88","Porsche 911 GT3 Cup (991)","0","Hosted All Cars Class","365706","365706","Michael Pedersen3","23","199","0","Running","-31.543","0","","2:11.987","2:09.749","5","14","10","28","100","0"
"17","88","Porsche 911 GT3 Cup (991)","0","Hosted All Cars Class","220235","220235","Justin Tipton","5","2","0","Running","-36.091","0","","2:12.313","2:09.373","5","14","12","27","100","0"
"18","88","Porsche 911 GT3 Cup (991)","0","Hosted All Cars Class","341052","341052","Justin Rehm","30","912","0","Running","-45.857","0","","2:13.008","2:10.065","5","14","11","26","100","0"
"19","88","Porsche 911 GT3 Cup (991)","0","Hosted All Cars Class","449337","449337","Jack M Wilson","29","29","0","Running","-46.732","0","","2:13.071","2:10.433","8","14","12","25","100","0"
"20","88","Porsche 911 GT3 Cup (991)","0","Hosted All Cars Class","260613","260613","Alan Powell","18","26","0","Running","-48.423","0","","2:13.193","2:09.840","8","14","10","24","100","0"
"21","88","Porsche 911 GT3 Cup (991)","0","Hosted All Cars Class","310532","310532","Lewis Ward","12","97","0","Running","-49.413","0","","2:13.264","2:09.687","8","14","1","23","100","0"
"22","88","Porsche 911 GT3 Cup (991)","0","Hosted All Cars Class","291217","291217","Kieran Harrison","21","9","0","Running","-55.046","0","","2:13.665","2:10.584","6","14","13","22","100","0"
"23","88","Porsche 911 GT3 Cup (991)","0","Hosted All Cars Class","341072","341072","Ivan Harasta","26","63","0","Running","-59.525","0","","2:13.985","2:11.447","10","14","11","21","100","0"
"24","88","Porsche 911 GT3 Cup (991)","0","Hosted All Cars Class","466380","466380","Gavin Halls","27","38","0","Running","-59.798","0","","2:14.004","2:10.540","7","14","11","20","100","0"
"25","88","Porsche 911 GT3 Cup (991)","0","Hosted All Cars Class","289099","289099","Carl Wahlqvist","17","24","0","Running","-1:08.952","0","","2:14.659","2:11.035","6","14","8","19","100","0"
"26","88","Porsche 911 GT3 Cup (991)","0","Hosted All Cars Class","318258","318258","Cl�ment Andrieu","25","37","0","Running","-1:14.875","0","","2:15.081","2:11.161","13","14","14","18","100","0"
"27","88","Porsche 911 GT3 Cup (991)","0","Hosted All Cars Class","138514","138514","Artem Grabow","14","43","0","Running","-1:15.196","0","","2:15.105","2:10.571","14","14","16","17","100","0"
"28","88","Porsche 911 GT3 Cup (991)","0","Hosted All Cars Class","354110","354110","Hendryk Lichtenhagen","28","55","0","Running","-5 L","0","","2:16.801","2:10.963","3","9","13","16","100","0"
"29","88","Porsche 911 GT3 Cup (991)","0","Hosted All Cars Class","381704","381704","Rolf Andersen","24","92","32","Disconnected","-9 L","0","","2:21.801","2:11.440","2","5","8","15","100","0"
"30","88","Porsche 911 GT3 Cup (991)","0","Hosted All Cars Class","32807","32807","Ivo Laubscher","20","46","32","Disconnected","-10 L","0","","2:14.834","2:10.031","4","4","4","14","100","0"
