"Fin Pos","Car ID","Car","Car Class ID","Car Class","Team ID","Cust ID","Name","Start Pos","Car #","Out ID","Out","Interval","Laps Led","Qualify Time","Average Lap Time","Fastest Lap Time","Fast Lap#","Laps Comp","Inc","League Points","Max Fuel Fill%","Weight Penalty (KG)"
"1","88","Porsche 911 GT3 Cup (991)","0","Hosted All Cars Class","97564","97564","Maxim Ramsteijn","1","729","0","Running","-00.000","11","","1:56.531","1:55.959","4","11","3","","100","0"
"2","88","Porsche 911 GT3 Cup (991)","0","Hosted All Cars Class","302270","302270","Tim Matzke","3","8","0","Running","-07.404","0","","1:57.204","1:56.643","4","11","2","","100","0"
"3","88","Porsche 911 GT3 Cup (991)","0","Hosted All Cars Class","220235","220235","Justin Tipton","2","2","0","Running","-09.795","0","","1:57.422","1:56.404","8","11","8","","100","0"
"4","88","Porsche 911 GT3 Cup (991)","0","Hosted All Cars Class","42739","42739","Robin �stlund","5","44","0","Running","-15.749","0","","1:57.963","1:56.977","10","11","4","","100","0"
"5","88","Porsche 911 GT3 Cup (991)","0","Hosted All Cars Class","365706","365706","Michael Pedersen3","9","199","0","Running","-16.963","0","","1:58.073","1:57.204","9","11","5","","100","0"
"6","88","Porsche 911 GT3 Cup (991)","0","Hosted All Cars Class","322065","322065","Jose Manuel Padin","4","119","0","Running","-18.961","0","","1:58.255","1:57.323","10","11","6","","100","0"
"7","88","Porsche 911 GT3 Cup (991)","0","Hosted All Cars Class","260613","260613","Alan Powell","6","26","0","Running","-19.415","0","","1:58.296","1:57.447","10","11","3","","100","0"
"8","88","Porsche 911 GT3 Cup (991)","0","Hosted All Cars Class","342918","342918","Espen Erlandsen","7","14","0","Running","-22.558","0","","1:58.581","1:57.428","4","11","7","","100","0"
"9","88","Porsche 911 GT3 Cup (991)","0","Hosted All Cars Class","404419","404419","Thomas Guldalian","8","3","0","Running","-23.200","0","","1:58.640","1:57.358","3","11","1","","100","0"
"10","88","Porsche 911 GT3 Cup (991)","0","Hosted All Cars Class","84986","84986","Oscar Wilkens","10","33","0","Running","-23.469","0","","1:58.664","1:57.740","6","11","9","","100","0"
"11","88","Porsche 911 GT3 Cup (991)","0","Hosted All Cars Class","32807","32807","Ivo Laubscher","12","46","0","Running","-24.174","0","","1:58.728","1:57.961","6","11","6","","100","0"
"12","88","Porsche 911 GT3 Cup (991)","0","Hosted All Cars Class","310532","310532","Lewis Ward","15","97","0","Running","-25.718","0","","1:58.868","1:57.441","4","11","3","","100","0"
"13","88","Porsche 911 GT3 Cup (991)","0","Hosted All Cars Class","381704","381704","Rolf Andersen","13","92","0","Running","-28.002","0","","1:59.076","1:58.019","4","11","2","","100","0"
"14","88","Porsche 911 GT3 Cup (991)","0","Hosted All Cars Class","145688","145688","Alex Kraeter","18","791","0","Running","-31.364","0","","1:59.381","1:58.050","6","11","4","","100","0"
"15","88","Porsche 911 GT3 Cup (991)","0","Hosted All Cars Class","346133","346133","Tristan Martz","17","18","0","Running","-36.206","0","","1:59.821","1:58.128","5","11","2","","100","0"
"16","88","Porsche 911 GT3 Cup (991)","0","Hosted All Cars Class","425868","425868","Mark Jones12","14","77","0","Running","-36.803","0","","1:59.876","1:58.339","4","11","6","","100","0"
"17","88","Porsche 911 GT3 Cup (991)","0","Hosted All Cars Class","331615","331615","Hugo Gallo","25","23","0","Running","-38.658","0","","2:00.044","1:58.175","5","11","9","","100","0"
"18","88","Porsche 911 GT3 Cup (991)","0","Hosted All Cars Class","426005","426005","Louie Eggertsen","16","27","0","Running","-41.900","0","","2:00.339","1:58.453","9","11","15","","100","0"
"19","88","Porsche 911 GT3 Cup (991)","0","Hosted All Cars Class","354110","354110","Hendryk Lichtenhagen","26","55","0","Running","-48.395","0","","2:00.929","1:57.993","6","11","7","","100","0"
"20","88","Porsche 911 GT3 Cup (991)","0","Hosted All Cars Class","389637","389637","Yvo de Brouwer","22","95","0","Running","-59.021","0","","2:01.895","1:59.396","4","11","6","","100","0"
"21","88","Porsche 911 GT3 Cup (991)","0","Hosted All Cars Class","389360","389360","Josh Clogg","19","13","0","Running","-59.536","0","","2:01.942","1:59.532","6","11","4","","100","0"
"22","88","Porsche 911 GT3 Cup (991)","0","Hosted All Cars Class","315629","315629","Freddie Skitini","23","6","0","Running","-1:03.094","0","","2:02.265","1:59.497","11","11","11","","100","0"
"23","88","Porsche 911 GT3 Cup (991)","0","Hosted All Cars Class","439830","439830","Aden Brand","24","242","0","Running","-1:05.374","0","","2:02.472","1:59.929","11","11","10","","100","0"
"24","88","Porsche 911 GT3 Cup (991)","0","Hosted All Cars Class","289099","289099","Carl Wahlqvist","20","24","0","Running","-1:21.726","0","","2:03.959","1:59.066","6","11","7","","100","0"
"25","88","Porsche 911 GT3 Cup (991)","0","Hosted All Cars Class","335602","335602","Tiago Mendes","21","259","0","Running","-00.000","0","","2:09.756","","","3","7","","100","0"
"26","88","Porsche 911 GT3 Cup (991)","0","Hosted All Cars Class","342188","342188","Tobias Maisel","11","15","0","Running","-00.000","0","","3:50.778","","","2","5","","100","0"
