"Fin Pos","Car ID","Car","Car Class ID","Car Class","Team ID","Cust ID","Name","Start Pos","Car #","Out ID","Out","Interval","Laps Led","Qualify Time","Average Lap Time","Fastest Lap Time","Fast Lap#","Laps Comp","Inc","League Points","Max Fuel Fill%","Weight Penalty (KG)"
"1","88","Porsche 911 GT3 Cup (991)","0","Hosted All Cars Class","367245","367245","Dylan Birse","0","68","0","Running","-00.000","0","","2:09.459","2:08.412","13","13","33","","100","0"
"2","88","Porsche 911 GT3 Cup (991)","0","Hosted All Cars Class","255919","255919","Alexander Thiebe","0","54","0","Running","-00.084","0","","2:08.502","2:08.496","1","2","3","","100","0"
"3","88","Porsche 911 GT3 Cup (991)","0","Hosted All Cars Class","97564","97564","Maxim Ramsteijn","0","729","0","Running","-00.223","0","","2:10.348","2:08.635","10","16","4","","100","0"
"4","88","Porsche 911 GT3 Cup (991)","0","Hosted All Cars Class","220235","220235","Justin Tipton","0","2","0","Running","-00.236","0","","2:09.613","2:08.649","10","13","20","","100","0"
"5","88","Porsche 911 GT3 Cup (991)","0","Hosted All Cars Class","255667","255667","Diogo Francisco","0","48","0","Running","-00.312","0","","2:09.874","2:08.725","13","17","6","","100","0"
"6","88","Porsche 911 GT3 Cup (991)","0","Hosted All Cars Class","291217","291217","Kieran Harrison","0","9","0","Running","-00.337","0","","2:09.592","2:08.750","11","11","8","","100","0"
"7","88","Porsche 911 GT3 Cup (991)","0","Hosted All Cars Class","266853","266853","Jonathon White","0","777","0","Running","-00.481","0","","2:09.478","2:08.893","10","13","18","","100","0"
"8","88","Porsche 911 GT3 Cup (991)","0","Hosted All Cars Class","42739","42739","Robin �stlund","0","44","0","Running","-00.636","0","","2:10.959","2:09.048","13","13","8","","100","0"
"9","88","Porsche 911 GT3 Cup (991)","0","Hosted All Cars Class","349143","349143","Sam Kuitert","0","28","0","Running","-00.662","0","","2:09.653","2:09.074","16","16","17","","100","0"
"10","88","Porsche 911 GT3 Cup (991)","0","Hosted All Cars Class","232715","232715","Anders Myhre","0","20","0","Running","-00.678","0","","2:09.716","2:09.090","11","15","24","","100","0"
"11","88","Porsche 911 GT3 Cup (991)","0","Hosted All Cars Class","421524","421524","Quentiin Vialatte","0","991","0","Running","-00.686","0","","2:09.609","2:09.098","7","12","4","","100","0"
"12","88","Porsche 911 GT3 Cup (991)","0","Hosted All Cars Class","302270","302270","Tim Matzke","0","8","0","Running","-00.702","0","","2:09.724","2:09.115","8","8","3","","100","0"
"13","88","Porsche 911 GT3 Cup (991)","0","Hosted All Cars Class","342918","342918","Espen Erlandsen","0","14","0","Running","-00.864","0","","2:10.045","2:09.276","6","10","6","","100","0"
"14","88","Porsche 911 GT3 Cup (991)","0","Hosted All Cars Class","174512","174512","Ryan Parkins","0","225","0","Running","-00.934","0","","2:10.168","2:09.347","10","11","3","","100","0"
"15","88","Porsche 911 GT3 Cup (991)","0","Hosted All Cars Class","365706","365706","Michael Pedersen3","0","199","0","Running","-00.940","0","","2:14.877","2:09.352","14","21","17","","100","0"
"16","88","Porsche 911 GT3 Cup (991)","0","Hosted All Cars Class","260613","260613","Alan Powell","0","26","0","Running","-00.954","0","","2:10.024","2:09.366","16","16","15","","100","0"
"17","88","Porsche 911 GT3 Cup (991)","0","Hosted All Cars Class","341052","341052","Justin Rehm","0","912","0","Running","-00.992","0","","2:09.982","2:09.405","6","6","4","","100","0"
"18","88","Porsche 911 GT3 Cup (991)","0","Hosted All Cars Class","322065","322065","Jose Manuel Padin","0","119","0","Running","-01.119","0","","2:10.140","2:09.531","5","16","16","","100","0"
"19","88","Porsche 911 GT3 Cup (991)","0","Hosted All Cars Class","310532","310532","Lewis Ward","0","97","0","Running","-01.224","0","","2:09.978","2:09.636","8","8","12","","100","0"
"20","88","Porsche 911 GT3 Cup (991)","0","Hosted All Cars Class","107624","107624","Yoep de Ligt","0","19","0","Running","-01.257","0","","2:10.310","2:09.670","10","15","13","","100","0"
"21","88","Porsche 911 GT3 Cup (991)","0","Hosted All Cars Class","466380","466380","Gavin Halls","0","38","0","Running","-01.306","0","","2:10.511","2:09.718","20","21","5","","100","0"
"22","88","Porsche 911 GT3 Cup (991)","0","Hosted All Cars Class","32807","32807","Ivo Laubscher","0","46","0","Running","-01.478","0","","2:10.624","2:09.891","3","15","33","","100","0"
"23","88","Porsche 911 GT3 Cup (991)","0","Hosted All Cars Class","331615","331615","Hugo Gallo","0","23","0","Running","-01.486","0","","2:12.386","2:09.898","14","14","20","","100","0"
"24","88","Porsche 911 GT3 Cup (991)","0","Hosted All Cars Class","449337","449337","Jack M Wilson","0","29","0","Running","-01.581","0","","2:11.757","2:09.994","11","15","22","","100","0"
"25","88","Porsche 911 GT3 Cup (991)","0","Hosted All Cars Class","404419","404419","Thomas Guldalian","0","3","0","Running","-01.701","0","","2:13.030","2:10.113","11","13","10","","100","0"
"26","88","Porsche 911 GT3 Cup (991)","0","Hosted All Cars Class","138514","138514","Artem Grabow","0","43","0","Running","-01.825","0","","2:11.017","2:10.238","9","16","19","","100","0"
"27","88","Porsche 911 GT3 Cup (991)","0","Hosted All Cars Class","381704","381704","Rolf Andersen","0","92","0","Running","-01.838","0","","2:11.394","2:10.250","12","12","6","","100","0"
"28","88","Porsche 911 GT3 Cup (991)","0","Hosted All Cars Class","389360","389360","Josh Clogg","0","13","0","Running","-01.928","0","","2:11.135","2:10.341","10","12","14","","100","0"
"29","88","Porsche 911 GT3 Cup (991)","0","Hosted All Cars Class","289099","289099","Carl Wahlqvist","0","24","0","Running","-02.033","0","","2:13.819","2:10.446","5","13","7","","100","0"
"30","88","Porsche 911 GT3 Cup (991)","0","Hosted All Cars Class","328174","328174","Tom Metherell","0","117","0","Running","-02.133","0","","2:13.086","2:10.545","3","6","22","","100","0"
"31","88","Porsche 911 GT3 Cup (991)","0","Hosted All Cars Class","145688","145688","Alex Kraeter","0","791","0","Running","-02.148","0","","2:12.654","2:10.560","11","15","16","","100","0"
"32","88","Porsche 911 GT3 Cup (991)","0","Hosted All Cars Class","329240","329240","Kirill Kolobuxov","0","555","0","Running","-02.187","0","","2:11.582","2:10.600","8","11","10","","100","0"
"33","88","Porsche 911 GT3 Cup (991)","0","Hosted All Cars Class","342188","342188","Tobias Maisel","0","15","0","Running","-02.284","0","","2:11.832","2:10.696","12","15","20","","100","0"
"34","88","Porsche 911 GT3 Cup (991)","0","Hosted All Cars Class","383295","383295","Kevin Zwemstra","0","25","0","Running","-02.413","0","","2:12.152","2:10.826","14","15","20","","100","0"
"35","88","Porsche 911 GT3 Cup (991)","0","Hosted All Cars Class","345510","345510","Nelson Costa De Sousa","0","919","0","Running","-02.440","0","","2:11.280","2:10.852","2","5","13","","100","0"
"36","88","Porsche 911 GT3 Cup (991)","0","Hosted All Cars Class","424647","424647","Martin Spalek","0","906","0","Running","-02.655","0","","2:11.593","2:11.067","5","11","23","","100","0"
"37","88","Porsche 911 GT3 Cup (991)","0","Hosted All Cars Class","425868","425868","Mark Jones12","0","77","0","Running","-02.753","0","","2:12.201","2:11.166","13","13","17","","100","0"
"38","88","Porsche 911 GT3 Cup (991)","0","Hosted All Cars Class","229161","229161","Martin Donati","0","17","0","Running","-02.783","0","","2:19.082","2:11.196","4","9","19","","100","0"
"39","88","Porsche 911 GT3 Cup (991)","0","Hosted All Cars Class","354110","354110","Hendryk Lichtenhagen","0","55","0","Running","-02.848","0","","2:14.615","2:11.260","2","10","21","","100","0"
"40","88","Porsche 911 GT3 Cup (991)","0","Hosted All Cars Class","318258","318258","Cl�ment Andrieu","0","37","0","Running","-02.894","0","","2:13.562","2:11.306","3","10","28","","100","0"
"41","88","Porsche 911 GT3 Cup (991)","0","Hosted All Cars Class","341072","341072","Ivan Harasta","0","63","0","Running","-02.925","0","","2:11.702","2:11.337","6","8","19","","100","0"
"42","88","Porsche 911 GT3 Cup (991)","0","Hosted All Cars Class","334613","334613","Dane Baird","0","36","0","Running","-02.967","0","","2:12.241","2:11.380","3","4","18","","100","0"
"43","88","Porsche 911 GT3 Cup (991)","0","Hosted All Cars Class","276814","276814","Karsten van Eijck","0","911","0","Running","-03.010","0","","2:11.596","2:11.422","4","4","0","","100","0"
"44","88","Porsche 911 GT3 Cup (991)","0","Hosted All Cars Class","316142","316142","Airijus Jomantas","0","71","0","Running","-03.185","0","","2:13.322","2:11.597","3","13","26","","100","0"
"45","88","Porsche 911 GT3 Cup (991)","0","Hosted All Cars Class","346133","346133","Tristan Martz","0","18","0","Running","-03.261","0","","2:12.802","2:11.673","9","13","5","","100","0"
"46","88","Porsche 911 GT3 Cup (991)","0","Hosted All Cars Class","416184","416184","Jacob Robotham","0","7","0","Running","-03.527","0","","2:12.865","2:11.939","3","11","19","","100","0"
"47","88","Porsche 911 GT3 Cup (991)","0","Hosted All Cars Class","389637","389637","Yvo de Brouwer","0","95","0","Running","-04.080","0","","2:13.690","2:12.492","2","5","11","","100","0"
"48","88","Porsche 911 GT3 Cup (991)","0","Hosted All Cars Class","305901","305901","Jordan A Pearce","0","198","0","Running","-00.000","0","","00.000","","","2","11","","100","0"
"49","88","Porsche 911 GT3 Cup (991)","0","Hosted All Cars Class","397377","397377","Josua Ali-Keskikyl�","0","83","0","Running","-00.000","0","","00.000","","","0","5","","100","0"
