"Fin Pos","Car ID","Car","Car Class ID","Car Class","Team ID","Cust ID","Name","Start Pos","Car #","Out ID","Out","Interval","Laps Led","Qualify Time","Average Lap Time","Fastest Lap Time","Fast Lap#","Laps Comp","Inc","League Points","Max Fuel Fill%","Weight Penalty (KG)"
"1","88","Porsche 911 GT3 Cup (991)","0","Hosted All Cars Class","255919","255919","Alexander Thiebe","0","54","0","Running","-00.000","0","2:19.835","2:20.713","2:19.835","3","3","0","","100","0"
"2","88","Porsche 911 GT3 Cup (991)","0","Hosted All Cars Class","97564","97564","Maxim Ramsteijn","0","729","0","Running","-00.420","0","2:20.255","2:20.391","2:20.255","3","3","2","","100","0"
"3","88","Porsche 911 GT3 Cup (991)","0","Hosted All Cars Class","75474","75474","Brian Lockwood","0","143","0","Running","-00.727","0","2:20.562","2:20.678","2:20.562","2","2","3","","100","0"
"4","88","Porsche 911 GT3 Cup (991)","0","Hosted All Cars Class","323777","323777","Rasmus Busk","0","222","0","Running","-00.816","0","2:20.652","2:20.758","2:20.652","2","3","1","","100","0"
"5","88","Porsche 911 GT3 Cup (991)","0","Hosted All Cars Class","349143","349143","Sam Kuitert","0","28","0","Running","-00.843","0","2:20.678","2:20.678","2:20.678","2","2","3","","100","0"
"6","88","Porsche 911 GT3 Cup (991)","0","Hosted All Cars Class","421524","421524","Quentiin Vialatte","0","991","0","Running","-00.915","0","2:20.750","2:20.750","2:20.750","2","2","5","","100","0"
"7","88","Porsche 911 GT3 Cup (991)","0","Hosted All Cars Class","42739","42739","Robin �stlund","0","44","0","Running","-00.981","0","2:20.816","2:20.957","2:20.816","2","2","2","","100","0"
"8","88","Porsche 911 GT3 Cup (991)","0","Hosted All Cars Class","367245","367245","Dylan Birse","0","68","0","Running","-01.020","0","2:20.855","2:20.855","2:20.855","3","3","6","","100","0"
"9","88","Porsche 911 GT3 Cup (991)","0","Hosted All Cars Class","291217","291217","Kieran Harrison","0","9","0","Running","-01.225","0","2:21.061","2:21.114","2:21.061","2","2","3","","100","0"
"10","88","Porsche 911 GT3 Cup (991)","0","Hosted All Cars Class","322065","322065","Jose Manuel Padin","0","119","0","Running","-01.507","0","2:21.342","2:21.656","2:21.342","3","3","2","","100","0"
"11","88","Porsche 911 GT3 Cup (991)","0","Hosted All Cars Class","109748","109748","Alexander Lauritzen","0","148","0","Running","-01.661","0","2:21.496","2:21.496","2:21.496","1","2","7","","100","0"
"12","88","Porsche 911 GT3 Cup (991)","0","Hosted All Cars Class","404419","404419","Thomas Guldalian","0","3","0","Running","-01.777","0","2:21.613","2:21.804","2:21.613","3","3","6","","100","0"
"13","88","Porsche 911 GT3 Cup (991)","0","Hosted All Cars Class","138514","138514","Artem Grabow","0","43","0","Running","-01.840","0","2:21.676","2:21.688","2:21.676","2","3","2","","100","0"
"14","88","Porsche 911 GT3 Cup (991)","0","Hosted All Cars Class","329240","329240","Kirill Kolobuxov","0","555","0","Running","-01.849","0","2:21.684","2:21.765","2:21.684","2","2","1","","100","0"
"15","88","Porsche 911 GT3 Cup (991)","0","Hosted All Cars Class","466380","466380","Gavin Halls","0","38","0","Running","-01.943","0","2:21.778","2:22.023","2:21.778","3","3","2","","100","0"
"16","88","Porsche 911 GT3 Cup (991)","0","Hosted All Cars Class","84986","84986","Oscar Wilkens","0","33","0","Running","-01.947","0","2:21.783","2:21.783","2:21.783","1","1","2","","100","0"
"17","88","Porsche 911 GT3 Cup (991)","0","Hosted All Cars Class","310532","310532","Lewis Ward","0","97","0","Running","-02.009","0","2:21.845","2:21.964","2:21.845","2","2","2","","100","0"
"18","88","Porsche 911 GT3 Cup (991)","0","Hosted All Cars Class","174512","174512","Ryan Parkins","0","225","0","Running","-02.191","0","2:22.026","2:22.053","2:22.026","1","2","1","","100","0"
"19","88","Porsche 911 GT3 Cup (991)","0","Hosted All Cars Class","276814","276814","Karsten van Eijck","0","911","0","Running","-02.203","0","2:22.038","2:22.559","2:22.038","2","2","1","","100","0"
"20","88","Porsche 911 GT3 Cup (991)","0","Hosted All Cars Class","331632","331632","Pascal Costa","0","801","0","Running","-02.354","0","2:22.189","2:22.242","2:22.189","1","3","3","","100","0"
"21","88","Porsche 911 GT3 Cup (991)","0","Hosted All Cars Class","342188","342188","Tobias Maisel","0","15","0","Running","-02.538","0","2:22.374","2:22.485","2:22.374","3","3","3","","100","0"
"22","88","Porsche 911 GT3 Cup (991)","0","Hosted All Cars Class","282802","282802","Ross Yost","0","66","0","Running","-02.759","0","2:22.595","2:22.838","2:22.595","2","3","1","","100","0"
"23","88","Porsche 911 GT3 Cup (991)","0","Hosted All Cars Class","427539","427539","Matias Birk","0","12","0","Running","-02.828","0","2:22.663","2:22.676","2:22.663","3","3","3","","100","0"
"24","88","Porsche 911 GT3 Cup (991)","0","Hosted All Cars Class","341072","341072","Ivan Harasta","0","63","0","Running","-03.160","0","2:22.995","2:22.995","2:22.995","2","2","2","","100","0"
"25","88","Porsche 911 GT3 Cup (991)","0","Hosted All Cars Class","331615","331615","Hugo Gallo","0","23","0","Running","-03.257","0","2:23.093","2:23.093","2:23.093","1","1","4","","100","0"
"26","88","Porsche 911 GT3 Cup (991)","0","Hosted All Cars Class","346133","346133","Tristan Martz","0","18","0","Running","-03.681","0","2:23.517","2:23.851","2:23.517","2","2","1","","100","0"
"27","88","Porsche 911 GT3 Cup (991)","0","Hosted All Cars Class","229161","229161","Martin Donati","0","17","0","Running","-03.858","0","2:23.693","2:23.693","2:23.693","1","2","1","","100","0"
"28","88","Porsche 911 GT3 Cup (991)","0","Hosted All Cars Class","425868","425868","Mark Jones12","0","77","0","Running","-05.214","0","2:25.049","2:25.049","2:25.049","2","2","0","","100","0"
"29","88","Porsche 911 GT3 Cup (991)","0","Hosted All Cars Class","416184","416184","Jacob Robotham","0","7","0","Running","-05.380","0","2:25.215","2:25.215","2:25.215","2","2","3","","100","0"
"30","88","Porsche 911 GT3 Cup (991)","0","Hosted All Cars Class","341052","341052","Justin Rehm","0","912","0","Running","-00.000","0","","00.000","","","2","10","","100","0"
"31","88","Porsche 911 GT3 Cup (991)","0","Hosted All Cars Class","365706","365706","Michael Pedersen3","0","199","0","Running","-00.000","0","","00.000","","","2","10","","100","0"
"32","88","Porsche 911 GT3 Cup (991)","0","Hosted All Cars Class","318258","318258","Cl�ment Andrieu","0","37","0","Running","-00.000","0","","00.000","","","0","0","","100","0"
"33","88","Porsche 911 GT3 Cup (991)","0","Hosted All Cars Class","354110","354110","Hendryk Lichtenhagen","0","55","0","Running","-00.000","0","","00.000","","","0","0","","100","0"
"34","88","Porsche 911 GT3 Cup (991)","0","Hosted All Cars Class","334613","334613","Dane Baird","0","36","0","Running","-00.000","0","","00.000","","","0","0","","100","0"
