"Fin Pos","Car ID","Car","Car Class ID","Car Class","Team ID","Cust ID","Name","Start Pos","Car #","Out ID","Out","Interval","Laps Led","Qualify Time","Average Lap Time","Fastest Lap Time","Fast Lap#","Laps Comp","Inc","League Points","Max Fuel Fill%","Weight Penalty (KG)"
"1","88","Porsche 911 GT3 Cup (991)","0","Hosted All Cars Class","97564","97564","Maxim Ramsteijn","0","729","0","Running","-00.000","0","1:56.005","1:59.090","1:56.005","3","4","3","","100","0"
"2","88","Porsche 911 GT3 Cup (991)","0","Hosted All Cars Class","255667","255667","Diogo Francisco","0","48","0","Running","-00.015","0","1:56.021","1:56.259","1:56.021","2","3","1","","100","0"
"3","88","Porsche 911 GT3 Cup (991)","0","Hosted All Cars Class","220235","220235","Justin Tipton","0","2","0","Running","-00.273","0","1:56.278","1:56.472","1:56.278","4","4","3","","100","0"
"4","88","Porsche 911 GT3 Cup (991)","0","Hosted All Cars Class","266853","266853","Jonathon White","0","777","0","Running","-00.326","0","1:56.331","1:56.456","1:56.331","3","4","1","","100","0"
"5","88","Porsche 911 GT3 Cup (991)","0","Hosted All Cars Class","302270","302270","Tim Matzke","0","8","0","Running","-00.329","0","1:56.334","1:56.885","1:56.334","4","4","0","","100","0"
"6","88","Porsche 911 GT3 Cup (991)","0","Hosted All Cars Class","291217","291217","Kieran Harrison","0","9","0","Running","-00.372","0","1:56.377","1:56.580","1:56.377","3","3","3","","100","0"
"7","88","Porsche 911 GT3 Cup (991)","0","Hosted All Cars Class","322065","322065","Jose Manuel Padin","0","119","0","Running","-00.436","0","1:56.441","1:57.061","1:56.441","3","4","0","","100","0"
"8","88","Porsche 911 GT3 Cup (991)","0","Hosted All Cars Class","367245","367245","Dylan Birse","0","68","0","Running","-00.499","0","1:56.504","1:56.834","1:56.504","2","2","3","","100","0"
"9","88","Porsche 911 GT3 Cup (991)","0","Hosted All Cars Class","42739","42739","Robin �stlund","0","44","0","Running","-00.527","0","1:56.533","1:57.288","1:56.533","4","4","1","","100","0"
"10","88","Porsche 911 GT3 Cup (991)","0","Hosted All Cars Class","232715","232715","Anders Myhre","0","20","0","Running","-00.605","0","1:56.611","1:57.429","1:56.611","2","2","1","","100","0"
"11","88","Porsche 911 GT3 Cup (991)","0","Hosted All Cars Class","260613","260613","Alan Powell","0","26","0","Running","-00.851","0","1:56.857","1:57.086","1:56.857","4","4","0","","100","0"
"12","88","Porsche 911 GT3 Cup (991)","0","Hosted All Cars Class","138514","138514","Artem Grabow","0","43","0","Running","-00.882","0","1:56.887","1:57.100","1:56.887","3","3","0","","100","0"
"13","88","Porsche 911 GT3 Cup (991)","0","Hosted All Cars Class","342918","342918","Espen Erlandsen","0","14","0","Running","-01.069","0","1:57.074","1:58.596","1:57.074","3","3","0","","100","0"
"14","88","Porsche 911 GT3 Cup (991)","0","Hosted All Cars Class","349143","349143","Sam Kuitert","0","28","0","Running","-01.164","0","1:57.169","1:57.822","1:57.169","2","3","0","","100","0"
"15","88","Porsche 911 GT3 Cup (991)","0","Hosted All Cars Class","404419","404419","Thomas Guldalian","0","3","0","Running","-01.180","0","1:57.186","1:57.587","1:57.186","3","3","0","","100","0"
"16","88","Porsche 911 GT3 Cup (991)","0","Hosted All Cars Class","329240","329240","Kirill Kolobuxov","0","555","0","Running","-01.250","0","1:57.256","1:57.336","1:57.256","2","3","1","","100","0"
"17","88","Porsche 911 GT3 Cup (991)","0","Hosted All Cars Class","365706","365706","Michael Pedersen3","0","199","0","Running","-01.262","0","1:57.268","1:57.268","1:57.268","2","3","4","","100","0"
"18","88","Porsche 911 GT3 Cup (991)","0","Hosted All Cars Class","345510","345510","Nelson Costa De Sousa","0","919","0","Running","-01.418","0","1:57.423","1:57.629","1:57.423","3","3","3","","100","0"
"19","88","Porsche 911 GT3 Cup (991)","0","Hosted All Cars Class","84986","84986","Oscar Wilkens","0","33","0","Running","-01.438","0","1:57.444","1:57.444","1:57.444","3","3","2","","100","0"
"20","88","Porsche 911 GT3 Cup (991)","0","Hosted All Cars Class","328174","328174","Tom Metherell","0","117","0","Running","-01.553","0","1:57.559","1:57.822","1:57.559","3","3","1","","100","0"
"21","88","Porsche 911 GT3 Cup (991)","0","Hosted All Cars Class","342188","342188","Tobias Maisel","0","15","0","Running","-01.557","0","1:57.562","1:57.872","1:57.562","3","4","0","","100","0"
"22","88","Porsche 911 GT3 Cup (991)","0","Hosted All Cars Class","174512","174512","Ryan Parkins","0","225","0","Running","-01.595","0","1:57.601","1:57.643","1:57.601","3","3","2","","100","0"
"23","88","Porsche 911 GT3 Cup (991)","0","Hosted All Cars Class","32807","32807","Ivo Laubscher","0","46","0","Running","-01.631","0","1:57.637","2:00.681","1:57.637","3","3","2","","100","0"
"24","88","Porsche 911 GT3 Cup (991)","0","Hosted All Cars Class","449337","449337","Jack M Wilson","0","29","0","Running","-01.690","0","1:57.695","1:58.014","1:57.695","2","2","3","","100","0"
"25","88","Porsche 911 GT3 Cup (991)","0","Hosted All Cars Class","381704","381704","Rolf Andersen","0","92","0","Running","-01.702","0","1:57.707","1:57.707","1:57.707","2","2","3","","100","0"
"26","88","Porsche 911 GT3 Cup (991)","0","Hosted All Cars Class","318258","318258","Cl�ment Andrieu","0","37","0","Running","-01.706","0","1:57.711","1:58.230","1:57.711","2","2","0","","100","0"
"27","88","Porsche 911 GT3 Cup (991)","0","Hosted All Cars Class","425868","425868","Mark Jones12","0","77","0","Running","-01.722","0","1:57.727","1:58.298","1:57.727","3","3","3","","100","0"
"28","88","Porsche 911 GT3 Cup (991)","0","Hosted All Cars Class","407841","407841","Bastien Mattler","0","98","0","Running","-01.761","0","1:57.767","1:58.166","1:57.767","2","3","2","","100","0"
"29","88","Porsche 911 GT3 Cup (991)","0","Hosted All Cars Class","310532","310532","Lewis Ward","0","97","0","Running","-01.811","0","1:57.817","1:58.055","1:57.817","3","3","4","","100","0"
"30","88","Porsche 911 GT3 Cup (991)","0","Hosted All Cars Class","466380","466380","Gavin Halls","0","38","0","Running","-02.006","0","1:58.011","1:58.018","1:58.011","1","3","2","","100","0"
"31","88","Porsche 911 GT3 Cup (991)","0","Hosted All Cars Class","426005","426005","Louie Eggertsen","0","27","0","Running","-02.073","0","1:58.078","1:58.388","1:58.078","2","2","0","","100","0"
"32","88","Porsche 911 GT3 Cup (991)","0","Hosted All Cars Class","341052","341052","Justin Rehm","0","912","0","Running","-02.124","0","1:58.130","1:58.519","1:58.130","3","3","1","","100","0"
"33","88","Porsche 911 GT3 Cup (991)","0","Hosted All Cars Class","346133","346133","Tristan Martz","0","18","0","Running","-02.212","0","1:58.217","1:58.849","1:58.217","3","3","0","","100","0"
"34","88","Porsche 911 GT3 Cup (991)","0","Hosted All Cars Class","107624","107624","Yoep de Ligt","0","19","0","Running","-02.219","0","1:58.225","1:58.225","1:58.225","2","3","2","","100","0"
"35","88","Porsche 911 GT3 Cup (991)","0","Hosted All Cars Class","145688","145688","Alex Kraeter","0","791","0","Running","-02.255","0","1:58.260","1:58.260","1:58.260","2","3","4","","100","0"
"36","88","Porsche 911 GT3 Cup (991)","0","Hosted All Cars Class","229161","229161","Martin Donati","0","17","0","Running","-02.351","0","1:58.357","2:00.222","1:58.357","3","3","3","","100","0"
"37","88","Porsche 911 GT3 Cup (991)","0","Hosted All Cars Class","389360","389360","Josh Clogg","0","13","0","Running","-02.361","0","1:58.367","1:58.498","1:58.367","2","3","3","","100","0"
"38","88","Porsche 911 GT3 Cup (991)","0","Hosted All Cars Class","424647","424647","Martin Spalek","0","906","0","Running","-02.456","0","1:58.461","1:58.652","1:58.461","3","3","0","","100","0"
"39","88","Porsche 911 GT3 Cup (991)","0","Hosted All Cars Class","289099","289099","Carl Wahlqvist","0","24","0","Running","-02.599","0","1:58.604","1:58.839","1:58.604","3","3","1","","100","0"
"40","88","Porsche 911 GT3 Cup (991)","0","Hosted All Cars Class","341072","341072","Ivan Harasta","0","63","0","Running","-02.613","0","1:58.619","1:59.097","1:58.619","3","3","2","","100","0"
"41","88","Porsche 911 GT3 Cup (991)","0","Hosted All Cars Class","335602","335602","Tiago Mendes","0","259","0","Running","-02.745","0","1:58.750","2:03.066","1:58.750","2","2","2","","100","0"
"42","88","Porsche 911 GT3 Cup (991)","0","Hosted All Cars Class","305901","305901","Jordan A Pearce","0","198","0","Running","-02.776","0","1:58.781","1:58.781","1:58.781","3","3","3","","100","0"
"43","88","Porsche 911 GT3 Cup (991)","0","Hosted All Cars Class","389637","389637","Yvo de Brouwer","0","95","0","Running","-03.446","0","1:59.451","1:59.717","1:59.451","2","2","0","","100","0"
"44","88","Porsche 911 GT3 Cup (991)","0","Hosted All Cars Class","397377","397377","Josua Ali-Keskikyl�","0","83","0","Running","-03.577","0","1:59.582","2:00.471","1:59.582","3","3","2","","100","0"
"45","88","Porsche 911 GT3 Cup (991)","0","Hosted All Cars Class","315629","315629","Freddie Skitini","0","6","0","Running","-03.643","0","1:59.649","1:59.649","1:59.649","2","2","4","","100","0"
"46","88","Porsche 911 GT3 Cup (991)","0","Hosted All Cars Class","334613","334613","Dane Baird","0","36","0","Running","-03.739","0","1:59.745","2:01.652","1:59.745","3","3","1","","100","0"
"47","88","Porsche 911 GT3 Cup (991)","0","Hosted All Cars Class","439830","439830","Aden Brand","0","242","0","Running","-04.810","0","2:00.815","2:00.815","2:00.815","2","2","2","","100","0"
"48","88","Porsche 911 GT3 Cup (991)","0","Hosted All Cars Class","416184","416184","Jacob Robotham","0","7","0","Running","-06.201","0","2:02.206","2:02.206","2:02.206","2","3","5","","100","0"
"49","88","Porsche 911 GT3 Cup (991)","0","Hosted All Cars Class","331615","331615","Hugo Gallo","0","23","0","Running","-00.000","0","","00.000","","","0","0","","100","0"
"50","88","Porsche 911 GT3 Cup (991)","0","Hosted All Cars Class","316142","316142","Airijus Jomantas","0","71","0","Running","-00.000","0","","00.000","","","2","3","","100","0"
"51","88","Porsche 911 GT3 Cup (991)","0","Hosted All Cars Class","354110","354110","Hendryk Lichtenhagen","0","55","0","Running","-00.000","0","","00.000","","","0","2","","100","0"
"52","88","Porsche 911 GT3 Cup (991)","0","Hosted All Cars Class","403109","403109","Onuray Sahin","0","78","0","Running","-00.000","0","","00.000","","","2","1","","100","0"
